ts_code,symbol,name,enname,aliases
MKV.VN,MKV.VN,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược Thú Y Cai Lậy,
MLC.VN,MLC.VN,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Môi trường Đô thị Tỉnh Lào Cai,
MLS.VN,MLS.VN,Công ty Cổ phần Chăn nuôi - Mitraco,Chăn nuôi Mitraco,
MML.VN,MML.VN,Công ty Cổ phần Masan MEATLife,Masan MEATLife,
MNB.VN,MNB.VN,Tổng Công ty May Nhà Bè - Công ty Cổ phần,May Nhà Bè,
MND.VN,MND.VN,Công ty Cổ phần Môi trường Nam Định,Môi trường Nam Định,
MPC.VN,MPC.VN,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Thủy sản Minh Phú,
MPT.VN,MPT.VN,Công ty Cổ phần Tập đoàn MPT,Tập đoàn MPT,
MPY.VN,MPY.VN,Công ty Cổ phần Môi trường đô thị Phú Yên,Môi trường đô thị Phú Yên,
MQB.VN,MQB.VN,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Môi trường và PT đô thị Quảng Bình,
MQN.VN,MQN.VN,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Môi trường đô thị Quảng Ngãi,
MRF.VN,MRF.VN,Công ty Cổ phần MERUFA,Cao su y tế MERUFA,
MSB.VN,MSB.VN,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,MSB Bank,
MSH.VN,MSH.VN,Công ty Cổ phần May Sông Hồng,May Sông Hồng,
MSN.VN,MSN.VN,Công ty Cổ phần Tập đoàn Masan,Tập đoàn Masan,Masan
MSR.VN,MSR.VN,Công ty Cổ phần Masan High-Tech Materials,Masan High-Tech Materials,
MST.VN,MST.VN,Công ty Cổ phần Đầu tư MST,Đầu tư MST,
MTA.VN,MTA.VN,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Khoáng sản và TM Hà Tĩnh,
MTB.VN,MTB.VN,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,Công trình đô thị tỉnh Thái Bình,
MTG.VN,MTG.VN,Công ty Cổ phần MT Gas,MTGAS,
MTH.VN,MTH.VN,Công ty Cổ phần Môi trường Đô thị Hà Đông,Môi trường Đô thị Hà Đông,
MTL.VN,MTL.VN,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Môi trường Đô thị Từ Liêm,
MTP.VN,MTP.VN,Công ty Cổ phần Dược Medipharco,Dược Medipharco,
MTS.VN,MTS.VN,Công ty Cổ phần Vật tư - TKV,Vật tư - TKV,
MTV.VN,MTV.VN,Công ty Cổ phần Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Công trình đô thị Vũng Tàu,
MVB.VN,MVB.VN,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Mỏ Việt Bắc - TKV,
MVC.VN,MVC.VN,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,VL và XD Bình Dương,
MVN.VN,MVN.VN,Tổng Công ty Hàng hải Việt Nam - CTCP,TCT Hàng hải Việt Nam,
MWG.VN,MWG.VN,Công ty Cổ phần Đầu tư Thế Giới Di Động,Thế giới di động,Mobile World|Thế Giới Di Động
NAB.VN,NAB.VN,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng Nam Á,
NAC.VN,NAC.VN,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,Tư vấn xây dựng Tổng hợp,
NAF.VN,NAF.VN,Công ty Cổ phần Nafoods Group,Nafoods Group,
NAG.VN,NAG.VN,Công ty Cổ phần Tập đoàn Nagakawa,Tập đoàn Nagakawa,
NAP.VN,NAP.VN,Công ty Cổ phần Cảng Nghệ Tĩnh,Cảng Nghệ Tĩnh,
NAS.VN,NAS.VN,Công ty Cổ phần Dịch vụ Hàng không Sân bay Việt Nam,DV Hàng không SB Việt Nam,
NAU.VN,NAU.VN,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Công trình Đô thị Nghệ An,
NAV.VN,NAV.VN,Công ty Cổ phần Nam Việt,Tấm lợp và gỗ Nam Việt,
NAW.VN,NAW.VN,Công ty Cổ phần Cấp nước Nghệ An,Cấp nước Nghệ An,
NBB.VN,NBB.VN,Công ty Cổ phần Đầu tư Năm Bảy Bảy,577 CORP,
NBC.VN,NBC.VN,Công ty Cổ phần Than Núi Béo - Vinacomin,Than Núi Béo,
NBE.VN,NBE.VN,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Sách và Thiết bị GD Miền Bắc,
NBP.VN,NBP.VN,Công ty Cổ phần Nhiệt Điện Ninh Bình,Nhiệt điện Ninh Bình,
NBT.VN,NBT.VN,Công ty Cổ phần Cấp thoát nước Bến Tre,Cấp thoát nước Bến Tre,
NBW.VN,NBW.VN,Công ty Cổ phần Cấp nước Nhà Bè,Cấp nước Nhà Bè,
NCG.VN,NCG.VN,Công ty Cổ phần Tập đoàn Nova Consumer,Nova Consumer,
NCS.VN,NCS.VN,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Suất ăn Hàng không Nội Bài,
NCT.VN,NCT.VN,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,DV Hàng hóa Nội Bài,
ND2.VN,ND2.VN,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,Đầu tư và PT điện Miền Bắc 2,
NDC.VN,NDC.VN,Công ty Cổ phần Nam Dược,Dược phẩm Nam Dược,
NDF.VN,NDF.VN,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Nông sản XK Nam Định,
NDN.VN,NDN.VN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,PT Nhà Đà Nẵng,
NDP.VN,NDP.VN,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm 2/9,
NDT.VN,NDT.VN,Tổng Công ty Cổ phần Dệt may Nam Định,Dệt may Nam Định,
NDW.VN,NDW.VN,Công ty Cổ phần Cấp nước Nam Định,Cấp nước Nam Định,
NDX.VN,NDX.VN,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Phát triển Nhà Đà Nẵng,
NED.VN,NED.VN,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,Phát triển Điện Tây Bắc,
NET.VN,NET.VN,Công ty Cổ phần Bột giặt Net,Bột giặt Net,
NFC.VN,NFC.VN,Công ty Cổ phần Phân lân Ninh Bình,Phân lân Ninh Bình,
NGC.VN,NGC.VN,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Thủy sản Ngô Quyền,
NHA.VN,NHA.VN,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,PT Nhà và Đô thị Nam HN,
NHC.VN,NHC.VN,Công ty Cổ phần Gạch ngói Nhị Hiệp,Gạch ngói Nhị Hiệp,
NHD.VN,NHD.VN,Cổ phiếu CTCP Dược phẩm Nam Hà,Cổ phiếu CTCP Dược phẩm Nam Hà,
NHH.VN,NHH.VN,Công ty Cổ phần Nhựa Hà Nội,Nhựa Hà Nội,
NHT.VN,NHT.VN,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Sản xuất và Thương mại Nam Hoa,
NHV.VN,NHV.VN,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,CTCP  Sức khỏe Hồi sinh Việt Nam,
NJC.VN,NJC.VN,Công ty Cổ phần May Nam Định,May Nam Định,
NKG.VN,NKG.VN,Công ty Cổ phần Thép Nam Kim,Thép Nam Kim,
NLG.VN,NLG.VN,Công ty Cổ phần Đầu tư Nam Long,BĐS Nam Long,
NLS.VN,NLS.VN,Công ty Cổ phần Cấp thoát nước Lạng Sơn,Cấp thoát nước Lạng Sơn,
NNC.VN,NNC.VN,Công ty Cổ phần Đá Núi Nhỏ,Đá Núi Nhỏ,
NNT.VN,NNT.VN,Công ty Cổ phần Cấp nước Ninh Thuận,Cấp nước Ninh Thuận,
NO1.VN,NO1.VN,Công ty Cổ phần Tâp đoàn 911,Tâp đoàn 911,
NOS.VN,NOS.VN,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Vận tải Biển và Thương mại Phương Đông,
NQB.VN,NQB.VN,Công ty Cổ phần Cấp nước Quảng Bình,Cấp nước Quảng Bình,
NQN.VN,NQN.VN,Công ty Cổ phần Nước sạch Quảng Ninh,Nước sạch Quảng Ninh,
NRC.VN,NRC.VN,Công ty Cổ phần Tập đoàn NRC,Tập đoàn NRC,
NSC.VN,NSC.VN,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Tập đoàn Giống cây trồng Việt Nam,
NSG.VN,NSG.VN,Công ty Cổ phần Nhựa Sài Gòn,Nhựa Sài Gòn,
NSH.VN,NSH.VN,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,Nhôm Sông Hồng,
NSL.VN,NSL.VN,Công ty Cổ phần Cấp nước Sơn La,Cấp nước Sơn La,
NSS.VN,NSS.VN,Công ty Cổ phần Nông súc sản Đồng Nai,Nông súc sản Đồng Nai,
NST.VN,NST.VN,Công ty Cổ phần Ngân Sơn,Thuốc lá Ngân Sơn,
NT2.VN,NT2.VN,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Điện lực Nhơn Trạch 2,
NTC.VN,NTC.VN,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,KCN Nam Tân Uyên,
NTF.VN,NTF.VN,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Dược Nghệ An,
NTH.VN,NTH.VN,Công ty Cổ phần Thủy điện Nước Trong,Thủy điện Nước Trong,
NTL.VN,NTL.VN,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Đô thị Từ Liêm,
NTP.VN,NTP.VN,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Nhựa Tiền Phong,
NTT.VN,NTT.VN,Công ty Cổ phần Dệt - May Nha Trang,Dệt - May Nha Trang,
NTW.VN,NTW.VN,Công ty Cổ phần Cấp nước Nhơn Trạch,Cấp nước Nhơn Trạch,
NUE.VN,NUE.VN,Công ty Cổ phần Môi trường Đô thị Nha Trang,Môi trường Đô thị Nha Trang,
NVB.VN,NVB.VN,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng Quốc Dân,
NVL.VN,NVL.VN,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,Novaland,
NVP.VN,NVP.VN,Công ty Cổ phần Nước sạch Vĩnh Phúc,Nước sạch Vĩnh Phúc,
NVT.VN,NVT.VN,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Ninh Vân Bay,
NWT.VN,NWT.VN,Công ty Cổ phần Vận tải Newway,Vận tải Newway,
NXT.VN,NXT.VN,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,SX và Cung ứng VLXD Kon Tum,
OCB.VN,OCB.VN,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Phương Đông,
OCH.VN,OCH.VN,Công ty Cổ phần One Capital Hospitality,Khách sạn và Dịch vụ OCH,
ODE.VN,ODE.VN,Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE,Tập đoàn Truyền thông và Giải trí ODE,
OGC.VN,OGC.VN,Công ty Cổ phần Tập đoàn Đại Dương,Tập đoàn Đại Dương,
OIL.VN,OIL.VN,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,PV Oil,
ONE.VN,ONE.VN,Công ty Cổ phần Công nghệ ONE,Truyền thông Số 1,
ONW.VN,ONW.VN,Công ty Cổ phần Dịch vụ Một Thế giới,Dịch vụ Một Thế giới,
OPC.VN,OPC.VN,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm OPC,
ORS.VN,ORS.VN,Công ty Cổ phần Chứng khoán Tiên Phong,Chứng khoán Tiên Phong,
PAC.VN,PAC.VN,Công ty Cổ phần Pin Ắc quy Miền Nam,Pin Ắc quy Miền Nam,
PAI.VN,PAI.VN,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí","CNTT, VT và Tự động hóa Dầu khí - PAIC",
PAN.VN,PAN.VN,Công ty Cổ phần Tập đoàn PAN,Tập đoàn PAN,
PAP.VN,PAP.VN,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Cảng Phước An,
PAS.VN,PAS.VN,Công ty Cổ phần Quốc tế Phương Anh,Quốc tế Phương Anh,
PAT.VN,PAT.VN,Công ty Cổ phần Phốt pho Apatit Việt Nam,Phốt pho Apatit Việt Nam,
PBC.VN,PBC.VN,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,Dược Phẩm TW 1- Pharbaco,
PBP.VN,PBP.VN,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Bao bì Dầu khí VN,
PBT.VN,PBT.VN,Công ty Cổ Phần Bao bì và Thương mại Dầu khí Bình Sơn,Bao bì và TM Dầu khí Bình Sơn,
PC1.VN,PC1.VN,Công ty Cổ phần Tập đoàn PC1,Tập đoàn PC1,
PCC.VN,PCC.VN,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Xây lắp 1- Petrolimex,
PCE.VN,PCE.VN,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Phân bón và Hóa chất DK Miền Trung,
PCF.VN,PCF.VN,Công ty Cổ phần Cà phê PETEC,Cà phê PETEC,
PCG.VN,PCG.VN,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,Đầu tư PT Gas Đô thị,
PCH.VN,PCH.VN,Công ty Cổ phần Picomat Holding,Picomat Holding,
PCM.VN,PCM.VN,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,VLXD Bưu điện,
PCT.VN,PCT.VN,Công ty Cổ phần Vận tải Biển Global Pacific,Vận tải Biển Global Pacific,
PDB.VN,PDB.VN,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,DIN Capital,
PDC.VN,PDC.VN,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Dầu khí Phương Đông,
PDN.VN,PDN.VN,Công ty Cổ phần Cảng Đồng Nai,Cảng Đồng Nai,
PDR.VN,PDR.VN,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,BĐS Phát Đạt,
PDV.VN,PDV.VN,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Vận tải Phương Đông Việt,
PEG.VN,PEG.VN,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,TM Kỹ thuật và Đầu tư (PETEC),
PEN.VN,PEN.VN,Công ty Cổ phần Xây lắp III Petrolimex,Xây lắp III Petrolimex,
PEQ.VN,PEQ.VN,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Thiết bị xăng dầu Petrolimex,
PET.VN,PET.VN,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tổng hợp Dầu khí,
PFL.VN,PFL.VN,Công ty Cổ phần Dầu khí Đông Đô,Dầu khí Đông Đô,
PGB.VN,PGB.VN,Ngân hàng Thương mại Cổ phần Thịnh vượng và Phát triển,PG Bank,
PGC.VN,PGC.VN,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,Gas Petrolimex,
PGD.VN,PGD.VN,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,PV GAS D,
PGI.VN,PGI.VN,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Bảo hiểm PJICO,
PGN.VN,PGN.VN,Công ty Cổ phần Phụ Gia Nhựa,Phụ Gia Nhựa,
PGS.VN,PGS.VN,Công ty Cổ phần Kinh doanh Khí Miền Nam,Khí Miền Nam,
PGT.VN,PGT.VN,Công ty Cổ phần PGT Holdings,PGT Holdings,
PGV.VN,PGV.VN,Tổng Công ty Phát điện 3 - Công ty Cổ phần,Tổng Công ty Phát điện 3,
PHC.VN,PHC.VN,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Xây dựng Phục Hưng Holdings,
PHH.VN,PHH.VN,Công ty Cổ phần Hồng Hà Việt Nam,Hồng Hà Việt Nam,
PHN.VN,PHN.VN,Công ty Cổ phần Pin Hà Nội,Pin Hà Nội,
PHP.VN,PHP.VN,Công ty Cổ phần Cảng Hải Phòng,Cảng Hải Phòng,
PHR.VN,PHR.VN,Công ty Cổ phần Cao su Phước Hòa,Cao su Phước Hòa,
PHS.VN,PHS.VN,Công ty Cổ phần Chứng khoán Phú Hưng,Chứng khoán Phú Hưng,
PIA.VN,PIA.VN,Công ty Cổ phần Tin học Viễn thông Petrolimex,Tin học Viễn thông Petrolimex,
PIC.VN,PIC.VN,Công ty Cổ phần Đầu tư Điện lực 3,Đầu tư Điện lực 3,
PID.VN,PID.VN,Công ty Cổ phần Trang trí nội thất Dầu khí,Trang trí nội thất Dầu khí,
PIS.VN,PIS.VN,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,Pisico Bình Định,
PIT.VN,PIT.VN,Công ty Cổ phần Xuất nhập khẩu Petrolimex,XNK PETROLIMEX,
PIV.VN,PIV.VN,Công ty Cổ phần PIV,PIV JSC,
PJC.VN,PJC.VN,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,TM và Vận tải Petrolimex HN,
PJS.VN,PJS.VN,Công ty Cổ phần Cấp nước Phú Hòa Tân,Cấp nước Phú Hòa Tân,
PJT.VN,PJT.VN,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Vận tải thủy PETROLIMEX,
PLA.VN,PLA.VN,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,ĐT&DV Hạ tầng Xăng dầu (PLAND),
PLC.VN,PLC.VN,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,Hóa dầu Petrolimex,
PLE.VN,PLE.VN,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Tư vấn Xây dựng Petrolimex,
PLO.VN,PLO.VN,Công ty Cổ phần Kho vận Petec,Kho vận Petec,
PLP.VN,PLP.VN,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,SX và CN Nhựa Pha Lê,
PLX.VN,PLX.VN,Tập đoàn Xăng dầu Việt Nam,Petrolimex,Petrolimex
PMB.VN,PMB.VN,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Phân bón và Hóa chất Dầu khí Miền Bắc,
PMC.VN,PMC.VN,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Pharmedic,
PMG.VN,PMG.VN,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,ĐT và SX Petro Miền Trung,
PMJ.VN,PMJ.VN,Công ty Cổ phần Vật tư Bưu điện,Vật tư Bưu điện,
PMP.VN,PMP.VN,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Bao bì Đạm Phú Mỹ,
PMS.VN,PMS.VN,Công ty Cổ phần Cơ khí Xăng dầu,Cơ khí xăng dầu,
PMT.VN,PMT.VN,Công ty Cổ phần Viễn thông Telvina Việt Nam,Telvina Việt Nam,
PMW.VN,PMW.VN,Công ty Cổ phần Cấp Nước Phú Mỹ,Cấp Nước Phú Mỹ,
PNC.VN,PNC.VN,Công ty Cổ phần Văn hóa Phương Nam,Văn hóa Phương Nam,
PND.VN,PND.VN,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,Xăng dầu Dầu khí Nam Định,
PNG.VN,PNG.VN,Công ty Cổ phần Thương Mại Phú Nhuận,Thương Mại Phú Nhuận,
PNJ.VN,PNJ.VN,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Vàng Phú Nhuận,
PNP.VN,PNP.VN,Công ty Cổ phần Tân Cảng – Phú Hữu,Tân Cảng - Phú Hữu,
PNT.VN,PNT.VN,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Kỹ thuật XD Phú Nhuận,
POB.VN,POB.VN,Công ty Cổ phần Xăng dầu Dầu khí Hưng Yên,PVOIL Hưng Yên,
POM.VN,POM.VN,Công ty Cổ phần Thép Pomina,Thép Pomina,
POS.VN,POS.VN,Công ty Cổ phần Vận hành và Xây lắp PTSC,Vận hành và Xây lắp PTSC,
POT.VN,POT.VN,Công ty Cổ phần Thiết bị Bưu điện,Thiết bị Bưu điện Postef,
POV.VN,POV.VN,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,PV Oil Vũng Áng,
POW.VN,POW.VN,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Điện lực Dầu khí Việt Nam,PV Power
PPC.VN,PPC.VN,Công ty Cổ phần Nhiệt điện Phả Lại,Nhiệt điện Phả Lại,
PPE.VN,PPE.VN,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,PVPower Engineering,
PPH.VN,PPH.VN,Tổng Công ty Cổ phần Phong Phú,Phong Phú Corp.,
PPI.VN,PPI.VN,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,BĐS Thái Bình Dương,
PPP.VN,PPP.VN,Công ty Cổ phần Dược phẩm Phong Phú,PP.Pharco,
PPS.VN,PPS.VN,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,DVKT Điện lực Dầu khí,
PPT.VN,PPT.VN,Công ty cổ phần Petro Times,Petro Times,
PPY.VN,PPY.VN,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,Xăng dầu dầu khí Phú Yên,
PQN.VN,PQN.VN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,DV Dầu khí Quảng Ngãi PTSC,
PRC.VN,PRC.VN,Công ty Cổ phần Logistics Portserco,Vận tải Portserco,
PRE.VN,PRE.VN,Tổng Công ty Cổ phần Tái bảo hiểm Hà Nội,Tái bảo hiểm PVI,
PRO.VN,PRO.VN,Công ty Cổ phần Procimex Việt Nam,Procimex Việt Nam,
PRT.VN,PRT.VN,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty cổ phần,Sản xuất - XNK Bình Dương,
PSB.VN,PSB.VN,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình,Sao Mai Bến Đình,
PSC.VN,PSC.VN,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Vận tải Petrolimex SG,
PSD.VN,PSD.VN,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Phân phối Tổng hợp Dầu khí,
PSE.VN,PSE.VN,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,Phân bón và hóa chất dầu khí Đông Nam Bộ,
PSH.VN,PSH.VN,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,TMại ĐT Dầu khí Nam Sông Hậu,
PSI.VN,PSI.VN,Công ty Cổ phần Chứng khoán Dầu khí,Chứng khoán Dầu khí,
PSL.VN,PSL.VN,Công ty Cổ phần Chăn nuôi Phú Sơn,Chăn nuôi Phú Sơn,
PSN.VN,PSN.VN,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,PTSC Thanh Hóa,
PSP.VN,PSP.VN,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,DV Dầu Khí Đình Vũ,
PSW.VN,PSW.VN,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,Phân bón hóa chất dầu khí Tây Nam Bộ,
PTB.VN,PTB.VN,Công ty Cổ phần Phú Tài,Công ty Cổ phần Phú Tài,
PTC.VN,PTC.VN,Công ty Cổ phần Đầu tư ICAPITAL,Đầu tư ICAPITAL,
PTD.VN,PTD.VN,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Thiết kế-XD-TM Phúc Thịnh,
PTE.VN,PTE.VN,Công ty Cổ phần Xi măng Phú Thọ,Xi măng Phú Thọ,
PTG.VN,PTG.VN,Công ty Cổ phần May Xuất Khẩu Phan Thiết,May Phan Thiết,
PTH.VN,PTH.VN,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Vận tải và DV Petrolimex Hà Tây,
PTI.VN,PTI.VN,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Bảo hiểm Bưu điện,
PTL.VN,PTL.VN,Công ty Cổ phần Victory Group,Victory Group,
PTM.VN,PTM.VN,"Công ty Cổ phần Sản xuất, Thương mại Và Dịch vụ Ô tô PTM",Ô tô PTM,
PTO.VN,PTO.VN,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Xây dựng Công trình Bưu điện,
PTP.VN,PTP.VN,Công ty Cổ phần PTP,Viễn Thông và In Bưu điện,
PTS.VN,PTS.VN,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Vận tải Petrolimex HP,
PTT.VN,PTT.VN,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Vận tải Dầu khí Đông Dương,
PTV.VN,PTV.VN,Công ty Cổ phần Thương mại Dầu khí,Thương mại dầu khí,
PTX.VN,PTX.VN,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,VT Petrolimex Nghệ Tĩnh,
PV2.VN,PV2.VN,Công ty Cổ phần Đầu tư PV2,Đầu tư PV2,
PVB.VN,PVB.VN,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,Bọc ống Dầu khí Việt Nam,
PVC.VN,PVC.VN,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Hóa chất và Dịch vụ Dầu khí,
PVD.VN,PVD.VN,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Khoan Dầu khí PVDrilling,
PVE.VN,PVE.VN,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Tư vấn Dầu khí,
PVG.VN,PVG.VN,Công ty Cổ phần Kinh doanh LPG Việt Nam,Kinh doanh LPG Việt Nam,
PVH.VN,PVH.VN,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,Xây lắp Dầu khí Thanh Hóa,
PVI.VN,PVI.VN,Công ty Cổ phần PVI,PVI Holdings,
PVL.VN,PVL.VN,Công ty Cổ phần Địa ốc Dầu khí,Địa ốc Dầu khí,
PVM.VN,PVM.VN,Công ty Cổ phần Máy - Thiết bị Dầu khí,Thiết bị dầu khí (PV MACHINO),
PVO.VN,PVO.VN,Công ty Cổ phần Dầu nhờn PV Oil,Dầu nhờn PV Oil,
PVP.VN,PVP.VN,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Vận tải Dầu khí Thái Bình Dương,
PVR.VN,PVR.VN,Công ty Cổ phần Đầu tư PVR Hà Nội,Đầu tư PVR Hà Nội,
PVS.VN,PVS.VN,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,DVKT Dầu khí PTSC,
PVT.VN,PVT.VN,Tổng Công ty Cổ phần Vận tải Dầu khí,Vận tải Dầu khí PVTrans,
PVV.VN,PVV.VN,Công ty Cổ phần Vinaconex 39,Vinaconex 39,
PVX.VN,PVX.VN,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Xây lắp Dầu khí Việt Nam,
PVY.VN,PVY.VN,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,Chế tạo Giàn khoan Dầu khí,
PWA.VN,PWA.VN,Công ty Cổ phần Bất động sản dầu khí,Bất động sản dầu khí,
PWS.VN,PWS.VN,Công ty Cổ phần Cấp thoát nước Phú Yên,Cấp thoát nước Phú Yên,
PXA.VN,PXA.VN,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,Đầu tư và Thương mại Dầu khí Nghệ An,
PXI.VN,PXI.VN,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,XL CN và dân dụng Dầu khí,
PXL.VN,PXL.VN,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn,KCN Dầu khí Long Sơn,
